date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2023-09-04,Muskegon,MI,4th St and Western Ave,Labor Day Workers United Parade and Celebration,,,,United Auto Workers; AFL-CIO; Teamsters; IBEW 494; LiUNA; CWA Local 4603,union members; elected officials,"in commemoration of Labor Day, for workers rights, for labor unions, American flag",0,march,,parade,,,,,,,,,,https://www.unitedwaylakeshore.org/west-michigan-labor-day-parade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,New York,NY,"Utica Ave and Eastern Pkwy, Brooklyn",Justice for Josiah Robinson | Queer Caribbean Lives Matter,,,,Caribbean Equality Project,,"for justice for Josiah Robinson, for queer visibility and resistance, in celebration of Caribbean culture",1,demonstration,,,,,,,,,,in conjunction with West Indian Day Parade,,https://www.instagram.com/p/Cwf8pusOyNr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Newark,NJ,St. Michael's Roman Catholic Church,,count video,100,120,32BJ SEIU,,"in commemoration of Labor Day, for workers rights, for labor unions, for a fair contract for janitors and custodial workers, 32BJ SEIU standing together for a fair contract, 32BJ SEIU unidos por un contrato justo",0,march,escorted marchers,marched in street,,,,,,,,,,https://newjersey.news12.com/service-employees-international-union-workers-rally-newark-labor-day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,North Smithfield,RI,School St and N Smithfield Expy,,count pic,2,3,Patriot Front,,"for white supremacy, for patriotism, life liberty victory",2,banner drop,,,,,,,,,,"date not specified, so assigning to day before post",,https://t.me/PatriotFrontUpdates/16719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Oakland,CA,Mosswood Park,,"hundreds; more than 1,000",200,1000,SEIU-United Healthcare Workers West,union members; elected officials,"in commemoration of Labor Day, for higher pay and better working conditions for healthcare workers, for safe staffing",0,rally,,,,,,,,,,,,https://abc7news.com/kaiser-permanente-strike-2023-healthcare-workers-labor-day-protest-pharmacy/13735273/,https://www.mercurynews.com/2023/09/04/covid-struck-california-healthcare-workers-rally-for-staff-increases-higher-pay/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Philadelphia,PA,Sheet Metal Workers Local 19,,,,,AFL-CIO Philadelphia Council; Sheet Metal Workers Local 19; Philadelphia Musicians' Union Local 77; Transport Union Workers Local 234; SAG-AFTRA; Writers Guild of America; National Domestic Workers Alliance,,"in commemoration of Labor Day, for workers rights, for labor unions, against Donald Trump, for Bidenomics, for unionization of domestic workers, union strong, happy Labor Day, American flag",1,rally; march,,parade,,,,,,,,feat. President Biden,,https://www.havasunews.com/nation/biden-rallies-in-philly-on-labor-day-ripping-the-last-guy-and-touting-bidenomics/article_c15cd424-4b71-11ee-8ef2-47175381230e.html,https://nypost.com/2023/09/04/biden-mocks-great-real-estate-developer-trump-who-didnt-build-a-damn-thing-at-labor-day-rally-in-pa/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Pittsburgh,PA,Centre Ave; Steelworkers Building,Pittsburgh Labor Day Parade,thousands,2000,2000,Allegheny-Fayette Central Labor Council; SEIU 668 PSSU; IBEW; SAG-AFTRA; Newspaper Guild of Pittsburgh; Teamsters; CWA,union members; first responders; families; elected officials,"in commemoration of Labor Day, for workers rights, for labor unions, we build strong, solidarity with Post-Gazette workers on strike",0,march,participated in parade,parade,,,,,,,,feat. Governor Shapiro,,https://www.wpxi.com/news/local/event-organizers-urge-pittsburgh-labor-day-parade-goers-prepare-high-temperatures/5FZZG7G3KZFX5BM3XVI72R3GBU/,https://www.sagaftra.org/pittsburgh-labor-day-parade,https://www.unionprogress.com/2023/08/31/pittsburghs-labor-day-parade-is-going-to-be-big/,https://twitter.com/newsguild/status/1698712830713700628,https://www.timesonline.com/picture-gallery/news/2023/09/04/thousands-march-pittsburgh-labor-day-parade/8390044001/,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Portland,OR,"Powell's City of Books, 1005 W Burnside St",,,,,ILWU Local 5,,in support of striking workers at Powell's Books bookstore,0,rally,,,,,,,,,,,,https://bsky.app/profile/tenebrouspress.bsky.social/post/3k6hgs5dqe22v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Racine,WV,Slack Park,,,,,United Mine Workers of America,labor leaders; union members; politicians,"in commemoration of Labor Day, for workers rights, for labor unions, we build strong, solidarity with Post-Gazette workers on strike",0,rally,,,,,,,,,,,,https://www.wowktv.com/news/west-virginia/united-mine-workers-of-america-gather-for-annual-labor-day-rally-and-picnic/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Richmond,VA,3609 Chamberlayne Ave,Rally at the Rental Office,count pic,50,60,Chamberlayne Tenants Council; Richmond DSA; Richmond Tenants Un,,"for better living conditions for Red Oak Apartments tenants, for full freeze on rent increases, for more and timelier maintenance, for eviction moratorium during COVID pandemic, tenants against rent hikes, my landlord in New Jersey won't answer my calls, where is the maintenance?, housing is a right, the rent is too high, tenant power is on the rise! now's the time to organize!, we got power! shut it down!, housing is a human right! that is why we stand and fight!",0,rally,,portable PA system; tents for shade,,,,,,,,,,https://twitter.com/DSARichmond/status/1696507629005144086,https://twitter.com/GoadGatsby/status/1698784004290367679,https://www.vpm.org/news/2023-09-05/red-oak-apartments-chamberlayne-tenants-council-rally-ginter-park,https://richmondfreepress.com/news/2023/sep/07/tenants-rally-against-poor-maintenance/,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Rochester,NY,East Ave and Alexander St,,,,,Rochester Union of Nurses and Allied Professionals; Iron Workers Union Local 33; Sheet Metal Workers' Local Union 46 ,,"in commemoration of Labor Day, for workers rights, for labor unions, union strong, American flag",0,march,,parade,,,,,,,,,,https://www.whec.com/top-news/rochester-labor-day-parade-begins-at-11-a-m-on-east-avenue/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Rockford,IL,Rockford City Hall,,,,,May 30th Alliance,,"against police terrorism, against mass incarceration, against racial injustice",1,demonstration,,,,,,,,,,,,https://twitter.com/M30Alliance/status/1370029296509652993,https://www.instagram.com/p/CaSTboAu4rQ/,https://www.instagram.com/p/Cn0kEJfNppE/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,San Diego,CA,Sea World Dr and Sea World Way,,count video,10,15,PETA; Students Opposing Speciesism,activists,"for releasing all orcas in captivity at Sea World, against animal cruelty, captivity is not conservation, Sea World: stop breeding dolphins and whales, slave labor day, empty the tanks [orca], captivity kills / retire all orcas to sea sanctuaries, turn back now",0,demonstration,,,,,,,,,,,,https://fox5sandiego.com/news/local-news/activists-protest-outside-seaworld-renewing-calls-to-free-corky-the-orca-whale/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,San Francisco,CA,530 10th St,SF Labor Day Speak Out Action-Stop Disney Dystopia AI Wrecking SF & The World For The Billionaires,count video,6,10,United Front Committee For A Labor Party; Alliance For Independent Workers; San Francisco City College Higher Education Action Team; Save Muni; Revolutionary Workers United Front,,"in commemoration of Labor Day, against capitalism, against use of AI to replace workers, against privatization of public transit, against homelessness, against Mayor London Breed, CPUC: public safety comes before corporate profits, stop AI robo madness / Newsom and CPUC shilling for billionaires, no more robos, we are not your guinea pigs, safety first, under CPUC-DMV Newsom and Breed tech profits over lives, shut down Cruise, lives before profits, way less Waymo, taxi and Uber drivers unite, autonomous is not 4 us, no mo robos, greed kills",1,rally,,chalked sidewalk; portable PA system,,,,,,,,outside Cruise location; workers played loud music to try to drown out demonstra,,https://www.indybay.org/newsitems/2023/08/27/18858563.php,https://www.cbsnews.com/sanfrancisco/video/alliance-for-independent-workers-rally-against-robotaxis-threatening-jobs/,https://www.nbcbayarea.com/news/local/san-francisco/labor-day-protest-robotaxis/3309997/,https://www.cbsnews.com/sanfrancisco/video/alliance-for-independent-workers-rally-against-robotaxis-threatening-jobs/,https://techcrunch.com/2023/09/04/protestors-rally-at-cruise-hq-in-san-francisco/,https://www.indybay.org/newsitems/2023/09/06/18858780.php,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Savannah,GA,Foxy Loxy Cafe,,count video,20,25,DSA,terminated employees; activists; union members,"in support of striking workers at Foxy Loxy Cafe, against union busting, respect us / protect us / pay us, Savannah supports strikers, cafe worker strong, service work is labor too, Foxy fired twelve workers for striking, free all forest defenders, no value without labor, transparency now, nothing works without the working class, 12 workers fired just for unionizing",0,protest,,,,,,,,,,,,https://www.youtube.com/watch?v=ovCg6w3VuC0,https://www.savannahnow.com/story/business/employment/2023/09/07/former-employees-continue-protests-of-foxy-family-cafes-over-labor-day/70649339007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Sherman Oaks,CA,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,,,,The Valley of Change,,"against racism, against police brutality",1,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CU_P39hJaOc/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Springfield,MO,Missouri State University; Fassnight Park,Labor Day Parade,,,,Springfield Central Labor Council; Plumbers and Pipefitters Local 178; Jobs With Justice; Ironworkers Local 10,labor groups,"in commemoration of Labor Day, for workers rights, for labor unions, American flag",0,march,on scene,parade,,,,,,,,,,https://www.ky3.com/2023/09/04/springfield-celebrates-labor-day-with-traditional-parade-picnic/,https://www.news-leader.com/picture-gallery/news/local/2023/09/04/annual-labor-day-parade-on-grand-street/70761047007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Suffolk,VA,,,,,,,,"for Republican candidates for office, for early voting, in support of law enforcement, for conservative economic policies, American flag, secure your vote Virginia",2,rally,on scene,,,,,,,,,feat. Governor Youngkin,,https://www.wtkr.com/news/democrats-republicans-rally-supporters-with-labor-day-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Syracuse,NY,Empire Expo Center,,,,,Greater SYracuse Labor Council; TCGplayer Worker Union; CWA; Bricklayers and Allied Craftworkers; United Brotherhood of Carpenters; Manufacturers Association of Central New York,,"in commemoration of Labor Day, for workers rights, for labor unions, American flag",0,march,,parade,,,,,,,,,,https://dailyorange.com/2023/09/strength-from-solidarity-workers-from-tcg-players-union-rally-at-ny-state-fair/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Washington,DC,DC Central Detention Facility,#FreedomCorner,,,,,,"for justice for people jailed or imprisoned for participation in J6 events, against inhumane conditions in jail, for patriotism",2,vigil,,,,,,,,,,nightly since 8 August 2022,,https://www.washingtonpost.com/dc-md-va/2022/09/19/protest-dc-jail-trump-j6/,https://newrepublic.com/article/170991/cpac-january-6-riot-prisoners,https://twitter.com/JFCUANNOYME/status/1646011253456875522,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Washington,DC,Lafayette Square,White House Peace Vigil,,,,,,"for banning nuclear weapons, for peace",0,vigil,,,,,,,,,,"continuous since June 3, 1981",,https://en.wikipedia.org/wiki/White_House_Peace_Vigil,https://www.youtube.com/watch?v=uy5PQNRNk2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Wooster,OH,Wooster Square,,,,,Wayne County Racial Justice Coalition,,"against racism, against police brutality",1,demonstration,,,,,,,,,,,,https://twitter.com/desireejweber/status/1557052880187805696,https://www.the-daily-record.com/story/news/local/2022/11/25/900-days-wayne-blm-sees-more-to-be-done-works-to-start-conversations/69670266007/,https://www.the-daily-record.com/story/news/local/2023/01/07/black-lives-matter-rallies-in-wooster-near-1000-days-as-2023-begins/69784548007/,https://twitter.com/SiavashSamei/status/1624822808097222656,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Yonkers,NY,Warburton Ave and Odell Ave,,,,,Northwest Yonkers Neighbors for Black Lives Matter,,"against police brutality, against racism, for Black Lives Matter movement",1,demonstration,,,,,,,,,,every Monday since the death of George Floyd,,https://www.facebook.com/groups/290793685409422/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,Aguadilla,PR,,Campamiento Pelicano,,,,Citizens' Victory Movement,,"against illegal construction at historic Muelle de Azúcar, salven Aguadilla paren las maquinas revoquen los permisos [save Aguadilla stop the machines revoke the permits], las playas son del pueblo [the beaches belong to the people]",0,demonstration,,protest encampment,,,,,,,,,,https://twitter.com/Vaquero2XL/status/1610283827099836419,https://twitter.com/Vaquero2XL/status/1620191253060263937,https://twitter.com/Vaquero2XL/status/1620442773550923778,https://twitter.com/latinorebels/status/1623821705662832640,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,Arlington,TX,University of Texas Arlington,,,,,Progressive Student Union,,"against decision to delay vote of University of Texas Arlington student government on resolution to remove bust of E.H. Hereford from campus, against white supremacy, take him down!",1,protest,called to scene; removed protesters from meeting room,disrupted Student Senate general body meeting with shouting and chanting; bullhorns,,,,,,,,,,https://www.theshorthorn.com/news/psu-members-protest-to-remove-uc-namesake-during-student-senate-meeting/article_30e767ee-4c5a-11ee-b29d-bba22f3fb85c.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,Aventura,FL,Aventura City Hall,,count video,25,35,,residents,"against plans to pave Founders Park to construct pickleball courts and tennis courts, against replacing grass with artificial turf, for preservation of local green space, green city? no / hypocracy city, no fake grass / keep it real, Aventura's nature is our treasure, no future with no nature, keep the parks naturally green, save 33 trees, keep it real",0,protest,,,,,,,,,,,,https://www.local10.com/news/local/2023/09/06/installation-of-aventura-pickleball-courts-continue-despite-protests-by-angry-residents/,https://www.cbsnews.com/miami/video/pickleball-courts-at-center-of-protest-in-aventura/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,Bakersfield,CA,2700 M St,,count pic,4,5,Working Families Party; League of Conservation Voters,,"against U.S. Representative David Valadao, against Valadao's vote against Inflation Reduction Act, celebrating one year of the Inflation Reduction Act, no thanks to Rep. Valadao, Valadao votes against workign families",1,demonstration,,,,,,,,,,outside Valadao's district office,,https://bakersfieldnow.com/news/local/central-valley-congressmans-vote-against-the-inflation-reduction-act-sparks-local-protest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,Blacksburg,VA,"GLC Lawn, Virginia Tech University",Rally for Living Wage and Academic Freedom,about 100; more than 100,100,100,United Campus Workers of Virginia - Virginia Tech; Virginia Tech Graduate Labor Union,faculty; staff; graduate student workers,"for unionization of workers at Virginia Tech University, for a living wage for workers at Virginia Tech University, for academic freedom, VT works because we do, release the 5% raise data, undergrad students for the grad union, educators have superpowers, can't pay my rent without a tuition waiver, I'll believe a living wage is too expensive when you take a pay cut, we stick together VT GLU",0,rally; march,,red t-shirts,,,,,,,,,,https://twitter.com/emsatter/status/1698375324709339614,https://twitter.com/Sam_Rasoul/status/1699113399299276972,https://medium.com/@ucwva.vt/statement-from-united-campus-workers-virginia-tech-a822e31f9410,https://twitter.com/vtcampusworkers/status/1699030187009060941,https://roanoke.com/news/local/education/virginia-tech-graduate-students-and-workers-rally-in-support-of-unions/article_833f26f6-4bf3-11ee-8272-db75f7016962.html,https://cardinalnews.org/2023/09/06/virginia-tech-unions-go-public-with-rally-on-blacksburg-campus/,https://www.wvtf.org/news/2023-09-05/two-new-labor-unions-rally-on-virginia-tech-campus,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,Boise,ID,Boise Airport,,dozens,24,24,,drivers,against reductions in pay for Uber drivers,0,protest,,,,,,,,,,,,https://www.ktvb.com/video/news/local/uber-drivers-protest-low-pay-by-boise-airport/277-60909631-7a34-4277-8aca-a40f03ae4c9a,https://www.ktvb.com/article/news/local/local-uber-drivers-protest-low-pay/277-7a80d6d7-818c-468d-80e8-8c8ee5dc15ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
